movie,year,genre,length,gross,audience,critic,votes
Sexy Movie,2006,Comedy,83,48.55,2.7,11,52579
Firewall,2006,Crime,105,48.75,5.8,45,52037
La malédiction,2006,Horror,110,54.61,5.5,43,51316
We Are Marshall,2006,Drama,131,43.55,7.1,53,50589
Camping Car,2006,Adventure,99,71.73,5.5,33,49651
Petits suicides entre amis,2006,Comedy,88,0.32,7.3,62,48967
Lucky Girl,2006,Comedy,103,17.32,5.4,29,47745
Tristan & Yseult,2006,Drama,125,14.73,6.8,49,47181
Inland Empire,2006,Drama,180,0.75,7,72,46183
The Sentinel,2006,Action,108,36.28,6.1,49,44194
La revanche des losers,2006,Action,80,57.65,5.6,25,43254
Little Man,2006,Comedy,98,58.65,4.3,26,42832
Ne le dis à personne,2006,Crime,131,6.18,7.5,82,42707
Le pacte du sang,2006,Action,97,23.29,5.3,19,41837
The Grudge 2,2006,Horror,102,39.14,5,33,41789
DOA: Dead or Alive,2006,Action,87,0.48,4.8,38,40170
Le vent se lève,2006,Drama,127,1.83,7.5,82,39831
Employés modèles,2006,Comedy,103,28.44,5.5,36,39593
Bobby,2006,Biography,117,11.24,7,54,39244
Last Kiss,2006,Comedy,115,11.6,6.5,57,39064
Candy,2006,Drama,116,0.04,7.3,57,38510
La cité interdite,2006,Action,111,6.57,7,70,38423
Terreur sur la ligne,2006,Horror,87,47.86,5.1,27,37704
Flyboys,2006,Action,140,13.08,6.5,47,37653
Les Chemins du triomphe,2006,Biography,118,42.64,7.2,58,37500
Black Sheep,2006,Comedy,87,0.08,5.8,62,36329
Rédemption,2006,Crime,125,38.43,6.9,52,36170
Big Mamma 2,2006,Comedy,99,70.17,4.6,34,35020
Southland Tales,2006,Comedy,145,0.28,5.5,44,33854
Severance,2006,Comedy,96,0.14,6.5,62,33434
Aquamarine,2006,Comedy,104,18.6,5.3,51,33310
Basic Instinct 2,2006,Drama,114,5.97,4.3,26,33163
Paradise Lost,2006,Horror,93,7.03,5.4,36,32804
"Lucas, fourmi malgré lui",2006,Animation,88,28.14,5.9,59,32303
Garfield 2,2006,Animation,82,28.43,5,37,31256
Day Watch,2006,Action,132,0.45,6.5,59,31085
Le petit monde de Charlotte,2006,Comedy,97,82.99,6.3,68,30814
Hollywoodland,2006,Biography,126,14.42,6.5,62,30471
Jugez-moi coupable,2006,Biography,125,1.17,7.1,65,29818
Bug,2006,Drama,102,7.01,6.1,62,29632
Man of the Year,2006,Comedy,115,37.44,6.2,39,29239
The Marine,2006,Action,92,18.84,4.7,45,29141
Shortbus,2006,Drama,101,1.99,6.5,64,29050
Arthur et les Minimoys,2006,Animation,94,15.13,6,39,28035
After the Wedding,2006,Drama,120,0.41,7.8,78,27883
Hors de prix,2006,Comedy,106,1.5,7,72,27644
Tous les Garçons aiment Mandy Lane,2006,Horror,90,0,5.6,44,27579
L'école des dragueurs,2006,Comedy,100,17.8,5.9,44,27342
Blackout,2006,Crime,85,0.14,6.5,44,27175
Stay Alive,2006,Horror,85,23.09,5.1,24,27154
Les fantômes de Goya,2006,Biography,113,1,6.9,52,26563
Les contes de Terremer,2006,Animation,115,0.05,6.5,47,26438
Fido,2006,Comedy,93,0.3,6.7,70,26228
Seraphim Falls,2006,Action,115,0.42,6.7,62,26213
Ils,2006,Horror,77,0,6.5,60,26156
This Film Is Not Yet Rated,2006,Documentary,98,0.3,7.5,75,26140
Pulse,2006,Horror,90,20.26,4.7,27,26080
Super Noël méga givré - Super Noël 3,2006,Adventure,97,84.5,4.7,32,25339
Miss Potter,2006,Biography,88,2.98,7,57,25284
Butcher: la légende de Victor Crowley,2006,Comedy,85,0.16,5.7,57,24930
Jesus Camp,2006,Documentary,84,0.9,7.5,62,24253
Stick It,2006,Comedy,103,26.87,6.4,53,24047
Vacances sur ordonnance,2006,Comedy,112,38.36,6.4,52,23356
See No Evil,2006,Action,84,15.03,5.1,17,23301
American Dreamz,2006,Comedy,107,7.19,5.5,45,23252
Il était une fois dans le Queens,2006,Crime,100,0.52,7,67,23145
La ferme en folie,2006,Animation,90,72.78,5.6,42,22976
Dance with Me,2006,Drama,118,34.74,6.7,55,22885
Le guerrier pacifique,2006,Drama,120,3.96,7.3,40,22793
The Good German,2006,Drama,105,1.31,6.1,49,22389
Amazing Grace,2006,Biography,118,21.21,7.5,65,22047
Fast Food Nation,2006,Comedy,116,1,6.3,64,21847
Les fous du roi,2006,Drama,128,7.22,6.2,37,21760
Black Christmas,2006,Horror,84,16.24,4.6,22,21557
Friends with Money,2006,Comedy,88,13.37,5.8,68,21398
Alex Rider: Stormbreaker,2006,Action,93,0.65,5.1,42,21371
Bienvenue en prison,2006,Comedy,84,4.61,6,27,20972
The Astronaut Farmer,2006,Adventure,104,11,6.3,55,20732
Courir avec des ciseaux,2006,Comedy,116,6.75,6.2,52,20723
Par effraction,2006,Crime,120,0.93,6.5,56,20698
The Wild,2006,Animation,82,37.38,5.3,47,20540
Van Wilder 2: The Rise of Taj,2006,Comedy,97,4.26,4.8,21,20348
The Last Show,2006,Comedy,105,20.34,6.8,75,20340
Catch and Release,2006,Comedy,124,15.27,6,43,20050
Material Girls,2006,Comedy,98,11.44,3.9,17,19996
Loin d'elle,2006,Drama,110,4.57,7.6,88,19763
Portrait d'une muse,2006,Biography,90,1.66,6.4,45,19335
Starter for 10,2006,Comedy,92,0.21,6.7,69,19284
Annapolis,2006,Drama,108,17.13,5.8,37,18759
History Boys,2006,Comedy,109,2.71,6.9,74,18692
Coeurs perdus,2006,Crime,108,0.19,6.5,60,18571
Voisin contre voisin,2006,Comedy,93,35.09,4.9,28,18501
Behind the Mask: The Rise of Leslie Vernon,2006,Comedy,92,0.07,6.8,66,18330
Un nom pour un autre,2006,Drama,122,8.66,7.6,82,17436
Akeelah,2006,Drama,112,18.81,7.5,72,16352
Zoom - l'académie des super-héros,2006,Action,83,11.63,4.3,26,16267
Raymond,2006,Comedy,98,61.12,4.4,43,16002
Son ex et moi,2006,Comedy,89,3.09,5.5,32,15711
Art School Confidential,2006,Comedy,102,3.3,6.3,54,15552
The Ultimate Gift,2006,Drama,114,3.44,7.4,49,15303
"OSS 117: Le Caire, nid d'espions",2006,Action,99,0.3,7.1,62,15112
Faussaire,2006,Comedy,116,7.16,6.7,70,15079
Scandaleusement célèbre,2006,Biography,110,1.15,7.1,68,14952
Renaissance,2006,Animation,105,0.06,6.7,57,14773
Krrish,2006,Action,185,0,6.3,68,14392
Taxidermie,2006,Comedy,91,0.01,7,83,14289
Freedomland,2006,Crime,113,12.51,5.1,43,14016
Fur: Un portrait imaginaire de Diane Arbus,2006,Biography,122,0.22,6.5,50,13939
George le petit curieux,2006,Animation,87,58.64,6.5,62,13601
The Night Listener,2006,Crime,91,7.83,5.9,51,13515
Facing the Giants,2006,Drama,111,10.18,6.7,38,13413
10 Items or Less,2006,Comedy,82,0.08,6.7,54,13346
The Dead Girl,2006,Crime,85,0.02,6.7,65,13086
Indigènes,2006,Drama,128,0.32,7.1,82,12771
For Your Consideration,2006,Comedy,86,5.54,6.3,68,12715
Skinwalkers,2006,Action,110,1.02,4.6,33,12099
Copying Beethoven,2006,Biography,104,0.35,6.8,59,11734
Qui a tué la voiture électrique?,2006,Documentary,92,1.68,7.7,70,11608
Venus,2006,Comedy,95,3.34,7.1,82,11556
Abandonnée,2006,Horror,99,1.26,5.6,42,11548
Los Angeles: Alerte maximum,2006,Drama,96,0.06,6.2,57,11538
Snow Cake,2006,Drama,112,0.03,7.6,54,11376
Cocaine Cowboys,2006,Documentary,118,0.15,7.9,59,11308
Something New,2006,Comedy,99,11.43,6.8,64,11193
L'inconnue,2006,Drama,118,0.02,7.5,56,11049
The Road to Guantanamo,2006,Documentary,95,0.32,7.5,64,10740
Trailer Park Boys: The Movie,2006,Comedy,95,0,7.3,38,10737
Red Road,2006,Drama,113,0.15,6.8,73,10722
Sherrybaby,2006,Drama,96,0.2,6.6,66,10703
The Return,2006,Horror,85,7.75,4.8,38,10499
Time,2006,Drama,97,0.01,7.3,73,10490
Amer béton,2006,Animation,111,0,7.7,65,10457
Outsourced,2006,Comedy,103,0.16,7,70,10323
The Bridge,2006,Documentary,94,0.18,7.3,58,10015
Leçons de conduite,2006,Comedy,98,0.24,6.8,56,9995
The Foot Fist Way,2006,Comedy,85,0.23,6.4,63,9908
Bella,2006,Drama,91,8.11,7.3,47,9903
Les soldats du désert,2006,Action,106,0.05,5.6,42,9689
Le direktør,2006,Comedy,99,0.05,6.7,71,9601
Au nom de la liberté,2006,Biography,101,4.29,6.7,62,9577
Affaire de femmes,2006,Comedy,107,63.26,5.1,45,9482
Larry the Cable Guy: Health Inspector,2006,Comedy,89,15.66,3.2,21,9278
Cendrillon et le prince (pas trop) charmant,2006,Animation,75,15.59,4.5,28,9101
Enfants non accompagnés,2006,Adventure,90,16.65,5.1,43,9095
ATL,2006,Comedy,105,21.16,6,63,8950
Les climats,2006,Drama,101,0.12,7.3,72,8948
Délivrez-nous du mal,2006,Documentary,101,30.58,8,86,8911
Crossover,2006,Action,95,7.01,2.1,30,8836
La nativité,2006,Drama,101,37.63,6.8,52,8786
La doublure,2006,Comedy,85,2.27,6.6,68,8680
Waist Deep,2006,Action,97,21.32,5.9,37,8634
Demande à la poussière,2006,Drama,117,0.74,5.8,58,8453
Phat Girlz,2006,Comedy,99,7.06,3,36,8395
Another Gay Movie,2006,Comedy,92,0.65,5,37,8129
Nouvelle donne,2006,Drama,105,0.55,7.4,79,8086
The Last Winter,2006,Horror,101,0.03,5.6,69,7751
London to Brighton,2006,Crime,85,0,7,55,7562
Mini's First Time,2006,Comedy,91,0.05,5.9,45,7532
Exilé,2006,Action,110,0.05,7.3,73,7395
Beer League,2006,Comedy,86,0.48,6,40,7199
First Snow,2006,Drama,101,0,6.3,58,7156
Hoot,2006,Adventure,91,8.08,5.6,46,7024
Jaan-E-Mann: Let's Fall in Love... Again,2006,Drama,165,0.51,6.4,40,6953
"No Country for Old Men - Non, ce pays n'est pas pour le vieil homme",2007,Crime,122,74.28,8.1,91,690233
Je suis une légende,2007,Drama,101,256.39,7.2,65,587540
Transformers,2007,Action,144,319.07,7.1,61,544676
La vengeance dans la peau,2007,Action,115,227.47,8.1,85,543664
Ratatouille,2007,Animation,111,206.45,8,96,523493
Pirates des Caraïbes - Jusqu'au bout du monde,2007,Action,169,309.42,7.1,50,519998
Into the Wild,2007,Adventure,148,18.35,8.1,73,479236
SuperGrave,2007,Comedy,113,121.46,7.6,76,454726
Juno,2007,Comedy,96,143.5,7.5,81,443233
Spider-Man 3,2007,Action,139,336.53,6.2,59,421883
There Will Be Blood,2007,Drama,158,40.22,8.1,93,419105
Harry Potter et l'ordre du Phénix,2007,Adventure,138,292,7.5,71,403273
Hot Fuzz,2007,Action,121,23.64,7.9,81,390374
Die Hard 4: Retour en enfer,2007,Action,128,134.53,7.2,69,354792
Zodiac,2007,Crime,157,33.08,7.7,78,350249
American Gangster,2007,Biography,157,130.16,7.8,76,345781
"En cloque, mode d'emploi",2007,Comedy,129,148.73,7,85,315990
"Sweeney Todd, le diabolique barbier de Fleet Street",2007,Drama,116,52.9,7.4,83,304718
Ocean's 13,2007,Crime,122,117.15,6.9,62,277501
Les Simpson: le film,2007,Animation,87,183.14,7.4,80,275922
"Shooter, tireur d'élite",2007,Action,124,47,7.2,53,275674
3h10 pour Yuma,2007,Adventure,122,53.61,7.7,76,254733
The Mist,2007,Horror,126,25.59,7.2,58,242805
Shrek le Troisième,2007,Animation,93,320.71,6.1,58,232982
Chambre 1408,2007,Horror,104,71.99,6.8,64,228839
28 semaines plus tard,2007,Drama,100,28.64,7,78,228122
"Stardust, le mystère de l'étoile",2007,Adventure,127,38.63,7.7,66,226257
Les 4 fantastiques et le Surfer d'argent,2007,Action,92,131.92,5.6,45,225804
Gone Baby Gone,2007,Crime,114,20.3,7.7,72,216219
Reviens-moi,2007,Drama,123,50.93,7.8,85,210203
Sunshine,2007,Adventure,107,3.68,7.3,64,206356
Les promesses de l'ombre,2007,Crime,100,17.11,7.7,82,203288
Sans plus attendre,2007,Adventure,97,93.47,7.4,42,200877
Paranoïak,2007,Drama,105,80.21,6.9,62,197897
Paranormal Activity,2007,Horror,86,107.92,6.3,68,197625
Ghost Rider,2007,Action,114,115.8,5.2,35,196255
Benjamin Gates et le livre des secrets,2007,Action,124,219.96,6.5,48,194661
P.S. I Love You,2007,Drama,126,53.7,7.1,39,181695
Resident Evil: Extinction,2007,Action,94,50.65,6.3,41,164180
Grindhouse,2007,Action,191,25.03,7.6,77,163425
À la croisée des mondes: La boussole d'or,2007,Adventure,113,70.11,6.1,51,158718
La faille,2007,Crime,113,39.02,7.2,68,155255
Il était une fois...,2007,Animation,107,127.81,7.1,75,154634
À bord du Darjeeling Limited,2007,Adventure,91,11.9,7.2,67,151661
La légende de Beowulf,2007,Animation,115,82.16,6.2,59,149142
L'assassinat de Jesse James par le lâche Robert Ford,2007,Biography,160,3.9,7.5,68,148160
30 jours de nuit,2007,Horror,113,39.57,6.6,53,148054
Hitman,2007,Action,100,39.69,6.3,35,147777
Michael Clayton,2007,Crime,119,49.03,7.3,82,142299
Les rois du patin,2007,Comedy,93,118.59,6.3,64,138712
Shoot 'Em Up,2007,Action,86,12.81,6.7,49,135616
Next,2007,Action,96,18.21,6.2,42,132968
Rush Hour 3,2007,Action,91,140.13,6.2,44,131542
Mr. Brooks,2007,Crime,120,28.48,7.3,45,130785
L'orphelinat,2007,Drama,105,7.16,7.5,74,129617
Quand Chuck rencontre Larry,2007,Comedy,115,120.06,6,37,127004
Une fiancée pas comme les autres,2007,Comedy,106,5.97,7.4,70,123998
Evan tout-puissant,2007,Comedy,96,100.46,5.4,37,122497
Saw IV,2007,Horror,93,63.3,5.9,36,121956
Le secret de Térabithia,2007,Adventure,96,82.27,7.2,74,121433
Bee Movie - Drôle d'abeille,2007,Animation,91,126.63,6.1,54,116849
Le royaume,2007,Action,110,47.54,7.1,56,107138
Hairspray,2007,Comedy,117,118.87,6.7,81,105567
Bande de sauvages,2007,Action,100,168.27,5.9,27,104884
Aliens vs Predator: Requiem,2007,Action,94,41.8,4.7,29,101086
Once,2007,Drama,86,9.44,7.9,88,99802
Les vacances de Mr. Bean,2007,Comedy,90,33.3,6.3,56,97345
Across the Universe,2007,Drama,133,24.34,7.4,56,97212
Joyeuses funérailles,2007,Comedy,87,8.58,7.4,67,96076
La guerre selon Charlie Wilson,2007,Biography,102,66.66,7.1,69,94870
Halloween,2007,Horror,109,58.27,6.1,47,94768
Le scaphandre et le papillon,2007,Biography,112,5.99,8,92,94702
Big Movie,2007,Adventure,86,39.74,2.3,17,94068
August Rush,2007,Drama,114,31.66,7.5,38,93964
Hannibal Lecter - Les origines du mal,2007,Crime,121,27.67,6.2,35,92570
Coup de foudre à Rhode Island,2007,Comedy,98,47.64,6.8,65,90423
Tropa de Elite (Troupe d'élite),2007,Action,115,0.01,8.1,33,87537
À coeur ouvert,2007,Drama,124,19.66,7.5,61,87360
Le come back,2007,Comedy,96,50.57,6.5,59,86992
7h58 ce samedi-là,2007,Crime,117,7.08,7.3,84,86317
Motel,2007,Horror,85,19.36,6.2,54,84856
"Charlie, les filles lui disent merci",2007,Comedy,96,34.93,5.6,19,78060
Funny Games U.S.,2007,Crime,111,1.29,6.5,44,77146
Rogue - L'ultime affrontement,2007,Action,103,22.47,6.3,36,77084
Persepolis,2007,Animation,96,4.44,8.1,90,76721
Les femmes de ses rêves,2007,Comedy,116,36.79,5.8,46,76538
La nuit nous appartient,2007,Crime,117,28.56,6.9,59,76205
Hostel - chapitre II,2007,Horror,94,17.61,5.5,46,75593
Bienvenue chez les Robinson,2007,Animation,95,97.82,6.9,61,74110
Dead Silence,2007,Horror,89,16.81,6.2,34,74042
La môme,2007,Biography,140,10.3,7.6,66,72295
Les cerfs-volants de Kaboul,2007,Drama,128,15.8,7.6,61,71590
Sicko,2007,Documentary,123,24.54,8,74,69611
88 minutes,2007,Crime,108,16.93,5.9,17,69084
Invasion,2007,Sci,99,15.07,5.9,45,68294
Awake,2007,Crime,84,14.38,6.5,33,66785
Prémonitions,2007,Drama,96,47.85,5.9,29,65862
Hot Rod,2007,Comedy,88,13.92,6.7,43,65241
Death Sentence,2007,Action,105,9.53,6.8,36,63531
Dans la vallée d'Elah,2007,Crime,121,6.78,7.2,65,63227
Alvin et les Chipmunks,2007,Animation,92,217.33,5.2,39,63035
Le goût de la vie,2007,Comedy,104,43.11,6.3,50,63014
Cours toujours Dennis,2007,Comedy,100,6,6.6,48,61215
Chak De! India,2007,Drama,153,1.11,8.3,68,58988
Charlie Bartlett,2007,Comedy,97,3.95,7,54,58853
Walk Hard: The Dewey Cox Story,2007,Comedy,96,18.32,6.8,63,58626
Elizabeth - L'âge d'or,2007,Biography,114,16.29,6.9,45,58608
Les rois de la glisse,2007,Animation,85,58.87,6.7,64,58460
Écrire pour exister,2007,Biography,123,36.61,7.5,64,57572
Norbit,2007,Comedy,102,95.67,4,27,57391
TMNT- les tortues ninja,2007,Animation,87,54.15,6.3,41,56111
Control,2007,Biography,122,0.87,7.7,78,54871
Agent double,2007,Biography,110,33.23,7,74,53977
La colline a des yeux 2,2007,Horror,89,20.8,5.1,32,53702
À vif,2007,Crime,122,36.79,6.8,56,53284
The Lookout,2007,Crime,99,4.6,7.1,73,53058
Le journal d'une baby-sitter,2007,Comedy,106,25.93,6.2,46,51417
I'm Not There.,2007,Biography,135,4.02,7,73,51018
Jane,2007,Biography,120,18.67,7.1,55,50919
The Great Debaters,2007,Biography,126,30.23,7.6,65,50722
Détention secrète,2007,Drama,122,9.74,6.8,55,50007
"4 mois, 3 semaines, 2 jours",2007,Drama,113,1.19,7.9,97,48954
Maxi papa,2007,Comedy,110,90.65,6.2,44,48592
Timecrimes,2007,Horror,92,0.04,7.2,68,47497
My Blueberry Nights,2007,Drama,95,0.87,6.7,52,47114
The Condemned,2007,Action,113,0,6.1,23,46860
Le rêve de Cassandre,2007,Crime,108,0.97,6.7,49,46403
Lions et agneaux,2007,Drama,92,15,6.2,47,43212
Diary of the dead - Chroniques des morts-vivants,2007,Horror,95,0.96,5.7,66,42634
Miss Campus,2007,Comedy,108,11.89,6.3,45,40532
King Rising - Au nom du Roi,2007,Action,127,4.54,3.8,15,40225
Mongol,2007,Adventure,126,5.7,7.3,74,40002
Dangereuse séduction,2007,Crime,109,23.98,5.7,31,39956
Waitress,2007,Comedy,108,19.07,7,75,39513
Les châtiments,2007,Horror,99,25.12,5.7,36,39208
Pathfinder - Le sang du guerrier,2007,Action,99,10.23,5.4,29,39139
Les faussaires,2007,Crime,98,5.48,7.6,78,38914
The Visitor,2007,Drama,104,9.42,7.7,79,38899
Le merveilleux magasin de Mr. Magorium,2007,Comedy,93,32.06,6.2,48,37879
Balles de feu,2007,Comedy,90,32.84,5.3,38,37449
Hitcher,2007,Horror,84,16.47,5.6,28,36932
Teeth,2007,Comedy,94,0.35,5.4,57,36782
Les messagers,2007,Horror,90,35.37,5.4,34,35231
Frère Noël,2007,Comedy,116,72.01,5.6,42,34661
Boy A,2007,Drama,102,0.11,7.7,75,34628
Cleaner,2007,Crime,88,0,6.1,49,34289
Because I Said So,2007,Comedy,102,42.67,5.6,26,34159
Permis de mariage,2007,Comedy,91,43.8,5.3,25,34039
Le dragon des mers - La dernière légende,2007,Adventure,112,40.41,6.5,71,33850
La famille Savage,2007,Comedy,114,6.61,7.2,85,33277
"Lust, Caution",2007,Drama,157,4.6,7.6,61,32606
Mr. Woodcock,2007,Comedy,87,25.63,5.1,41,32442
Invisible,2007,Crime,102,20.57,6.3,36,32417
Etats de choc,2007,Crime,95,0.03,6.9,37,32251
The King of Kong,2007,Documentary,79,0.68,8.2,83,32131
La dernière légion,2007,Action,102,5.93,5.4,37,31253
The Nines,2007,Drama,100,0.06,6.4,52,30202
In the Land of Women,2007,Comedy,97,11.04,6.5,47,29009
Le fils de Rambow,2007,Action,96,1.78,7,66,28466
2 Days in Paris,2007,Comedy,96,4.43,6.8,67,28111
2ème sous-sol,2007,Crime,98,3.99,5.9,37,27773
Le limier - Sleuth,2007,Drama,88,0.34,6.5,49,27593
De l'autre côté,2007,Drama,122,0.74,7.9,85,27528
Paranoid Park,2007,Crime,85,0.49,6.7,83,26416
Nos souvenirs brûlés,2007,Drama,118,3.29,7.2,63,25541
Un coeur invaincu,2007,Biography,108,9.18,6.7,74,25035
Alerte à Miami Reno 911,2007,Comedy,84,20.34,5.9,47,24625
Les seigneurs de la guerre,2007,Action,126,0.13,7.1,70,24027
I Know Who Killed Me,2007,Mystery,105,7.5,3.6,16,23926
The Hunting Party,2007,Adventure,101,0.97,6.9,54,23013
Lettre ouverte à Jane Austen,2007,Comedy,106,3.57,6.8,61,23003
My Name Is Bruce,2007,Comedy,84,0.17,6.3,36,22191
D-War - La guerre des dragons,2007,Action,90,10.98,3.6,33,22118
Frontière(s),2007,Horror,108,0,6.3,44,21937
"Mère-fille, mode d'emploi",2007,Comedy,113,18.88,5.9,25,21671
Captivity,2007,Crime,96,2.63,4.7,24,21300
He Was a Quiet Man,2007,Drama,95,0,6.8,53,20952
Postal,2007,Action,100,18.01,4.5,22,20847
Le casse du siècle,2007,Crime,108,1.2,6.8,57,20651
King of California,2007,Comedy,93,0.26,6.7,63,20602
Steppin',2007,Drama,109,61.36,5.3,44,20333
L'amour aux temps du choléra,2007,Drama,139,4.61,6.4,43,20283
The Girl Next Door,2007,Crime,91,0,6.7,29,19965
Reservation Road,2007,Crime,102,0.12,6.7,46,19848
"Mimzy, le messager du futur",2007,Drama,90,21.47,6.3,59,19618
St Trinian's: Pensionnat pour jeunes filles rebelles,2007,Comedy,97,0,5.8,39,19455
Renaissance d'un champion,2007,Drama,112,3.17,6.7,55,19096
Wind Chill,2007,Drama,91,0.02,5.9,52,19084
Lucky You,2007,Drama,124,5.76,5.9,49,18973
The Signal,2007,Horror,103,0.6,6.1,63,18973
À chacun sa chacune,2007,Comedy,88,0.22,6.8,55,18557
Meet Bill,2007,Comedy,93,0.06,6.3,30,18345
Un enfant pas comme les autres,2007,Comedy,106,7.49,6.8,48,18298
Young People Fucking,2007,Comedy,87,0,6.3,39,18258
Shelter,2007,Drama,97,0.14,7.8,66,17711
Guru,2007,Biography,166,2.09,7.8,70,17681
Margot va au mariage,2007,Comedy,93,1.96,6.1,66,17216
Nancy Drew,2007,Comedy,99,25.61,5.9,53,17062
Underdog: chien volant non identifié,2007,Action,84,43.75,4.8,37,16943
Are We Done Yet?,2007,Comedy,92,49.63,4.1,36,16937
You Kill Me,2007,Comedy,93,2.43,6.5,64,16705
Le goût du sang,2007,Drama,98,3.53,5.5,33,16071
Bratz - In-sé-pa-rables!,2007,Comedy,110,10.01,2.9,21,15686
The Ten,2007,Comedy,96,0.77,5,50,15677
Trade - Les trafiquants de l'ombre,2007,Crime,120,0.21,7.4,42,15568
Rencontres au bout du monde,2007,Documentary,99,0.94,7.8,80,15135
Festin d'amour,2007,Drama,97,3.5,6.7,51,14880
Smiley Face,2007,Comedy,85,0.01,5.8,71,14737
Je crois que j'aime ma femme,2007,Comedy,94,12.55,5.5,49,14341
Who's Your Caddy?,2007,Comedy,93,5.69,2.1,18,14086
La cité des hommes,2007,Crime,106,0.31,7.3,63,13901
Les portes du temps,2007,Adventure,99,8.79,4.8,38,13752
Sukiyaki Western Django,2007,Action,121,0.05,6.3,55,13461
Katyn,2007,Drama,122,0.12,7.1,81,13438
Bataille à Seattle,2007,Action,99,0.22,6.7,54,13345
Un jour sur terre,2007,Documentary,90,38.05,8,72,13304
École paternelle 2,2007,Comedy,89,13.24,3,13,13156
La vie devant ses yeux,2007,Drama,90,0.3,6.4,38,12661
Interview,2007,Drama,84,0.42,6.8,64,12613
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,Animation,86,5.52,6.9,54,12543
Un taxi pour l'enfer,2007,Documentary,106,0.27,7.6,82,12468
12,2007,Crime,159,0.13,7.7,72,12460
Evening,2007,Drama,117,12.41,6.6,45,12173
Rocket Science,2007,Comedy,101,0.71,6.7,73,12136
L'homme sans âge,2007,Drama,124,0.24,6.3,43,11959
"Nous, les vivants",2007,Comedy,95,0.02,7.5,81,11829
Primeval,2007,Action,93,10.6,4.7,35,11693
Outlaw,2007,Action,103,0,5.8,45,11667
La visite de la fanfare,2007,Comedy,87,3.05,7.6,80,11526
Snow Angels,2007,Drama,107,0.4,6.9,67,11441
My Name Is Hallam Foe,2007,Drama,95,0.06,7,62,11430
XXY,2007,Drama,86,0.05,7.1,67,11391
Flashpoint,2007,Action,88,0,6.8,38,11253
